"nocontrat";"exposition";"zone";"puissance";"agevehicule";"ageconducteur";"bonus";"marque";"carburant";"densite";"region"
"74944";156991;0.21;"B";7;3;54;50;1;"D";24;13
"74947";156999;0.33;"A";10;13;37;72;2;"E";26;6
"74958";157022;1;"C";5;6;30;57;1;"E";53;10
"74968";157042;1;"D";7;14;59;50;1;"E";54;13
"74973";157050;1;"D";5;12;68;50;2;"E";24;13
"74992";157089;0.35;"A";6;12;29;54;1;"D";24;11
"75028";157148;0.21;"E";7;9;43;60;6;"E";24;9
"75029";157150;1;"E";7;3;41;50;13;"D";53;13
"75032";157156;0.18;"C";6;7;64;50;1;"D";53;13
"75036";157162;0.69;"D";7;8;53;50;1;"D";52;13
"75037";157164;0.52;"E";7;12;38;72;2;"D";82;6
"75045";157178;0.75;"C";7;13;33;76;1;"E";54;5
"75065";157211;0.75;"A";7;11;42;50;1;"D";24;13
"75078";157235;1;"C";4;9;31;80;1;"E";53;4
"75086";157248;0.47;"C";10;2;27;60;12;"D";82;9
"75107";157279;0.4;"E";6;6;35;51;4;"E";31;12
"75126";157315;0.17;"D";4;3;29;90;6;"E";82;2
"75137";157336;0.69;"D";6;6;34;54;3;"D";54;11
"75162";157377;0.48;"D";4;12;49;50;1;"E";53;13
"75170";157392;0.34;"C";5;3;37;57;3;"D";82;10
"75174";157400;0.35;"D";6;7;27;72;1;"D";54;6
"75183";157418;0.33;"B";7;14;25;72;6;"E";82;6
"75188";157424;0.87;"C";5;9;37;50;5;"D";52;13
"75216";157471;1;"A";6;3;34;57;1;"D";82;10
"75217";157473;1;"B";5;5;38;50;1;"E";24;13
"75218";157475;1;"B";5;12;36;57;2;"D";24;10
"75219";157478;1;"A";9;9;46;50;10;"D";25;13
"75251";157534;0.91;"B";6;6;35;50;2;"D";24;13
"75259";157547;0.41;"A";6;10;41;51;1;"D";24;12
"75288";157604;1;"A";6;13;43;50;3;"D";24;13
"75291";157608;0.13;"A";7;15;35;72;1;"E";24;6
"75322";157667;0.5;"A";4;12;49;50;6;"E";24;13
"75345";157705;0.28;"D";5;10;61;50;5;"D";82;13
"75352";157721;0.35;"E";6;5;39;53;2;"D";23;13
"75374";157763;1;"A";5;8;32;64;2;"E";53;8
"75376";157766;0.58;"C";7;3;58;50;2;"D";82;13
"75386";157787;0.04;"C";6;1;51;50;3;"E";26;13
"75404";157817;1;"C";4;12;31;85;1;"E";82;3
"75405";157819;1;"C";7;15;27;60;3;"E";54;9
"75428";157860;1;"C";4;12;27;57;2;"E";24;10
"75432";157867;1;"A";6;4;46;50;1;"D";24;13
"75464";157927;0.57;"D";6;12;62;50;1;"E";52;13
"75470";157938;1;"D";6;15;45;60;3;"E";82;9
"75482";157962;1;"B";5;9;25;72;3;"E";11;6
"75484";157965;0.85;"E";7;4;58;95;2;"E";52;1
"75489";157974;0.62;"B";7;9;27;68;1;"E";52;7
"75492";157978;0.58;"B";10;8;26;64;4;"E";52;8
"75497";157986;0.14;"C";6;7;34;72;1;"D";53;6
"75503";157996;0.26;"D";5;7;62;50;1;"E";53;13
"75512";158011;0.4;"C";7;8;43;50;5;"E";52;13
"75521";158028;1;"A";5;6;77;50;1;"E";24;13
"75524";158033;0.63;"C";5;6;33;50;4;"D";24;13
"75531";158045;1;"B";4;2;52;50;2;"D";24;13
"75540";158067;1;"A";6;10;73;50;1;"E";24;13
"75548";158084;0.22;"C";4;6;26;76;2;"E";53;5
"75563";158111;0.5;"C";7;9;39;50;2;"D";11;13
"75565";158114;0.03;"D";5;0;39;57;1;"D";11;10
"75590";158162;1;"C";7;16;39;50;1;"E";24;13
"75598";158178;1;"E";7;1;65;58;1;"E";53;13
"75610";158201;0.07;"C";10;10;26;72;2;"D";24;6
"75611";158202;0.14;"C";10;10;26;72;2;"D";24;6
"75614";158209;0.16;"A";9;5;67;77;2;"E";24;4
"75636";158248;1;"E";5;15;57;60;2;"E";82;9
"75637";158250;1;"A";4;24;84;50;1;"E";24;13
"75663";158298;1;"A";5;4;31;50;1;"D";82;13
"75666";158304;1;"A";5;12;61;50;6;"E";24;13
"75688";158346;1;"C";4;14;37;80;6;"E";82;4
"75698";158367;1;"C";4;2;28;68;4;"E";54;7
"75724";158418;0.01;"C";4;4;56;50;13;"E";11;13
"75728";158424;1;"C";7;8;30;63;6;"E";24;13
"75732";158434;1;"B";5;12;57;50;14;"E";24;13
"75734";158437;0.66;"A";7;9;26;100;2;"E";82;0
"75751";158469;0.14;"C";7;4;40;50;1;"E";24;13
"75754";158475;1;"B";6;3;66;50;2;"D";24;13
"75762";158489;0.54;"D";4;2;33;51;1;"E";24;12
"75766";158496;1;"D";9;5;55;85;1;"E";24;3
"75806";158570;1;"D";5;1;74;50;2;"E";24;13
"75809";158576;1;"D";7;2;31;76;3;"E";24;5
"75821";158594;0.82;"D";7;19;56;50;5;"E";24;13
"75823";158596;0.55;"C";8;8;30;72;5;"E";24;6
"75832";158611;0.13;"C";6;1;34;72;2;"E";52;6
"75837";158624;0.52;"C";4;6;30;60;2;"E";24;9
"75845";158640;1;"B";5;12;80;50;5;"D";24;13
"75861";158663;1;"A";7;8;63;52;2;"E";24;13
"75866";158670;0.15;"D";7;12;63;50;2;"E";11;13
"75871";158682;1;"C";5;14;51;50;1;"E";52;13
"75877";158692;0.3;"C";6;8;25;80;4;"E";24;4
"75882";158703;0.61;"C";5;10;30;72;5;"D";53;6
"75884";158706;0.7;"C";7;1;58;50;1;"E";24;13
"75908";158749;0.01;"B";4;11;20;55;2;"E";52;13
"75919";158766;1;"E";4;10;29;68;1;"E";53;7
"75925";158777;1;"A";7;4;69;50;1;"E";24;13
"75938";158799;0.05;"B";6;7;37;60;2;"D";24;9
"75949";158817;0.23;"A";7;4;36;55;3;"D";24;13
"75964";158846;1;"C";12;4;45;50;11;"E";24;13
"75977";158869;0.63;"A";7;10;33;50;6;"E";24;13
"75998";158905;0.35;"C";6;0;63;54;14;"E";82;11
"76001";158910;1;"A";5;6;80;50;1;"E";24;13
"76032";158975;1;"A";7;8;54;50;2;"E";24;13
"76051";159006;0.14;"C";8;14;37;80;6;"D";24;4
"76064";159026;0.6;"D";8;19;25;80;1;"D";54;4
"76068";159031;0.48;"E";5;6;29;80;6;"E";82;4
"76070";159035;1;"A";6;1;56;50;1;"E";24;13
"76117";159116;0.92;"B";5;0;37;50;1;"D";24;13
"76138";159157;0.66;"C";5;8;67;50;5;"D";24;13
"76147";159173;0.64;"C";6;17;54;50;4;"E";26;13
"76149";159176;1;"A";4;15;34;50;2;"E";24;13
"76158";159196;0.39;"D";5;4;31;68;6;"E";23;7
"76192";159253;0.05;"E";7;11;61;68;2;"E";82;7
"76203";159274;0.32;"C";6;9;27;68;1;"E";52;7
"76239";159344;0.66;"D";7;1;52;50;1;"D";53;13
"76272";159404;1;"D";9;12;69;50;1;"E";53;13
"76295";159442;0.38;"D";6;3;30;95;2;"D";54;1
"76312";159477;1;"B";5;4;29;51;3;"D";53;12
"76313";159479;1;"E";4;6;26;50;2;"E";53;13
"76316";159486;0.01;"D";7;4;33;76;1;"E";82;5
"76321";159494;0.69;"A";8;4;40;57;1;"E";24;10
"76322";159495;1;"C";4;4;28;68;4;"D";93;7
"76324";159499;1;"D";6;12;40;72;5;"E";82;6
"76327";159506;0.24;"C";5;12;49;52;2;"D";52;13
"76332";159517;1;"E";9;2;74;62;2;"E";53;13
"76333";159519;1;"B";7;11;58;50;2;"D";53;13
"76339";159527;0.32;"C";5;1;35;50;2;"D";52;13
"76356";159558;0.58;"D";7;11;44;50;2;"D";11;13
"76380";159600;0.18;"B";6;7;72;85;2;"D";54;3
"76426";159678;0.74;"A";4;2;28;72;1;"E";24;6
"76430";159685;0.74;"C";4;11;29;76;14;"E";53;5
"76445";159712;1;"D";4;8;58;50;5;"E";25;13
"76446";159714;0.58;"C";4;12;32;68;2;"E";25;7
"76449";159722;0.27;"D";4;9;24;132;6;"E";24;-1
"76455";159731;0.83;"D";6;14;56;64;5;"E";82;8
"76466";159753;1;"A";6;3;43;50;12;"D";54;13
"76477";159772;0.24;"C";6;7;45;64;1;"D";25;8
"76550";159899;1;"B";5;7;42;50;13;"D";25;13
"76569";159935;1;"C";6;9;49;50;1;"D";53;13
"76624";160036;0.01;"B";4;1;50;50;6;"E";52;13
"76668";160106;0.06;"C";4;13;25;76;2;"E";24;5
"76681";160125;0.55;"D";5;5;43;50;13;"D";24;13
"76683";160130;1;"A";7;6;25;50;2;"D";24;13
"76695";160151;1;"C";7;1;71;125;2;"E";24;-1
"76697";160155;1;"C";4;5;54;50;2;"D";24;13
"76704";160168;0.85;"A";9;11;33;50;1;"E";24;13
"76714";160189;1;"A";6;6;32;53;1;"D";24;13
"76723";160205;0.2;"C";5;15;38;90;4;"E";82;2
"76724";160206;0.46;"A";6;4;69;50;2;"D";24;13
"76740";160230;1;"C";6;6;31;54;1;"D";82;11
"76765";160275;1;"B";5;6;51;57;2;"D";25;10
"76769";160282;1;"C";4;14;54;50;1;"E";24;13
"76773";160288;0.86;"A";6;13;29;60;2;"E";25;9
"76785";160306;0.29;"C";7;3;50;50;2;"D";53;13
"76793";160321;0.91;"E";8;20;35;85;2;"D";11;3
"76806";160346;0.26;"A";6;15;40;50;2;"D";54;13
"76825";160381;1;"C";8;9;36;54;4;"E";52;11
"76829";160386;1;"C";4;6;56;63;6;"E";24;13
"76857";160446;1;"A";10;8;46;50;10;"D";24;13
"76870";160473;0.37;"D";6;0;35;51;1;"D";11;12
"76888";160509;1;"E";5;1;25;90;5;"E";25;2
"76948";160616;0.98;"C";5;10;26;72;2;"E";24;6
"76961";160639;0.81;"C";6;2;25;165;3;"D";52;-1
"76987";160696;1;"A";6;4;26;85;1;"E";24;3
"76994";160710;0.42;"A";10;9;47;50;10;"D";24;13
"77017";160757;0.52;"A";6;6;34;64;3;"D";52;8
"77029";160777;0.17;"A";7;11;44;50;2;"D";24;13
"77046";160803;0.14;"A";7;5;34;64;1;"D";82;8
"77066";160844;1;"D";7;2;35;85;1;"E";53;3
"77072";160856;0.9;"E";4;7;40;72;13;"E";24;6
"77078";160865;1;"C";7;9;38;50;2;"D";53;13
"77088";160879;0.15;"D";6;4;27;60;5;"D";11;9
"77100";160901;0.33;"C";7;5;62;50;2;"E";52;13
"77105";160910;1;"A";6;9;33;50;1;"D";52;13
"77139";160973;0.37;"E";8;5;26;76;1;"D";52;5
"77145";160986;1;"C";9;5;43;50;2;"E";82;13
"77158";161011;1;"E";5;8;69;55;2;"E";82;13
"77159";161013;0.81;"A";7;5;32;50;1;"D";24;13
"77177";161045;1;"E";7;18;33;54;1;"E";24;11
"77204";161093;1;"B";6;10;44;58;1;"D";82;13
"77213";161109;1;"D";7;5;29;52;1;"D";24;13
"77232";161139;1;"A";6;3;49;55;1;"E";24;13
"77250";161172;1;"C";7;17;53;50;1;"E";24;13
"77290";161252;0.52;"A";10;15;32;95;2;"D";24;1
"77329";161328;0.66;"A";7;3;35;50;1;"D";24;13
"77332";161333;0.03;"C";7;5;55;72;2;"D";24;6
"77341";161348;1;"C";7;12;26;95;1;"E";24;1
"77347";161360;0.15;"D";5;5;40;50;1;"E";82;13
"77352";161368;1;"C";6;16;37;51;1;"E";54;12
"77368";161392;1;"A";8;16;50;67;1;"D";24;7
"77381";161414;0.9;"E";4;13;28;85;1;"E";53;3
"77384";161417;0.16;"C";11;5;61;50;4;"D";53;13
"77391";161433;1;"A";7;12;70;50;1;"E";24;13
"77407";161461;1;"A";6;3;67;54;3;"D";72;11
"77424";161490;1;"C";7;22;57;50;2;"E";24;13
"77444";161532;1;"C";7;8;36;75;2;"D";24;5
"77448";161542;1;"C";5;13;43;76;2;"D";24;5
"77450";161547;0.91;"D";6;7;32;72;1;"D";24;6
"77455";161557;1;"D";6;1;46;58;5;"D";25;13
"77456";161560;0.04;"E";10;15;35;50;2;"D";82;13
"77473";161593;1;"E";5;6;46;52;1;"E";24;13
"77524";161689;1;"E";7;12;44;50;2;"E";54;13
"77551";161739;1;"B";6;4;55;50;2;"D";24;13
"77560";161757;1;"A";7;12;35;50;1;"E";24;13
"77593";161814;0.1;"C";8;5;54;50;4;"E";24;13
"77596";161819;0.18;"C";6;6;24;74;1;"D";24;5
"77597";161820;1;"D";7;13;47;68;1;"E";24;7
"77612";161848;1;"B";7;3;41;50;3;"E";24;13
"77616";161855;0.11;"D";4;16;26;80;1;"E";24;4
"77621";161861;0.24;"A";7;6;47;50;2;"D";24;13
"77626";161869;0.04;"B";7;7;57;52;1;"D";53;13
"77653";161918;1;"B";5;5;54;50;1;"E";24;13
"77661";161934;0.85;"D";6;12;53;76;2;"E";54;5
"77670";161950;1;"C";6;5;32;50;2;"D";93;13
"77673";161956;0.1;"A";6;6;30;60;2;"E";72;9
"77681";161968;0.07;"D";5;13;32;54;1;"E";11;11
"77683";161972;1;"D";6;5;49;50;1;"D";11;13
"77688";161983;0.08;"E";7;10;35;80;2;"E";24;4
"77732";162061;0.58;"B";7;14;28;125;6;"D";54;-1
"77733";162062;0.02;"B";7;15;28;125;1;"D";54;-1
"77826";162225;1;"A";6;12;63;50;2;"E";24;13
"77827";162227;0.59;"A";7;1;54;50;1;"D";52;13
"77845";162262;0.5;"E";4;5;76;60;1;"E";52;9
"77849";162269;1;"A";6;3;23;76;2;"D";24;5
"77871";162311;1;"A";6;5;49;50;2;"D";24;13
"77875";162316;1;"B";8;6;45;62;1;"D";52;13
"77884";162331;1;"A";7;10;29;51;2;"D";24;12
"77893";162348;1;"A";6;7;35;50;1;"D";24;13
"77896";162353;1;"C";4;4;30;85;6;"E";52;3
"77924";162408;1;"C";6;5;52;54;6;"D";54;11
"77942";162439;1;"A";5;14;32;76;3;"E";24;5
"77960";162475;1;"C";8;2;56;50;6;"D";53;13
"77997";162538;1;"C";10;19;51;50;10;"D";93;13
"78006";162555;1;"B";10;11;50;50;10;"D";52;13
"78011";162565;0.22;"C";5;7;61;76;1;"E";24;5
"78038";162607;0.31;"B";10;13;27;60;10;"E";53;9
"78043";162616;0.04;"C";7;0;42;51;6;"D";93;12
"78081";162689;1;"D";4;8;38;50;2;"E";54;13
"78087";162699;0.12;"B";9;10;30;60;2;"E";24;9
"78092";162710;0.25;"B";4;12;30;68;2;"E";54;7
"78103";162732;1;"C";5;2;51;50;2;"D";24;13
"78113";162750;1;"C";7;9;34;54;2;"D";24;11
"78116";162755;1;"C";4;10;49;62;4;"E";24;13
"78121";162764;1;"C";5;9;29;54;2;"D";82;11
"78161";162831;0.75;"B";6;9;27;64;2;"D";53;8
"78171";162853;1;"B";6;3;53;50;2;"D";24;13
"78178";162865;0.25;"C";5;6;26;72;5;"E";54;6
"78184";162875;0.25;"D";5;2;44;50;1;"D";82;13
"78185";162877;1;"D";6;11;41;50;1;"D";82;13
"78197";162896;1;"C";5;6;36;63;5;"E";25;13
"78225";162940;1;"A";9;15;35;57;1;"E";54;10
"78256";162996;1;"C";10;6;50;50;10;"D";24;13
"78257";162998;0.01;"C";6;11;33;80;2;"E";82;4
"78269";163016;0.24;"D";5;9;26;68;2;"D";11;7
"78274";163025;1;"A";6;13;75;50;2;"D";24;13
"78275";163027;0.28;"A";4;18;78;50;2;"E";24;13
"78276";163028;0.24;"D";7;8;36;50;2;"D";24;13
"78277";163029;0.75;"D";7;8;36;50;2;"D";24;13
"78286";163044;0.53;"A";6;6;38;50;1;"D";24;13
"78295";163059;1;"C";5;12;34;50;1;"D";52;13
"78307";163082;1;"C";4;12;48;58;5;"D";52;13
"78312";163093;1;"C";5;9;32;57;2;"D";24;10
"78320";163105;0.67;"A";8;18;36;50;11;"E";24;13
"78336";163137;0.5;"A";6;4;27;57;2;"D";24;10
"78345";163152;0.46;"C";7;14;28;80;2;"D";24;4
"78360";163175;1;"A";7;5;46;50;2;"D";24;13
"78361";163177;0.02;"A";6;10;37;55;1;"D";24;13
"78363";163180;0.09;"A";5;8;44;50;2;"D";24;13
"78400";163247;0.89;"D";5;10;89;76;1;"E";24;5
"78415";163275;1;"C";6;1;37;50;1;"E";82;13
"78426";163296;1;"D";4;11;46;68;2;"E";54;7
"78429";163302;0.29;"F";5;3;23;76;3;"D";11;5
"78430";163303;1;"A";7;10;47;50;2;"D";24;13
"78463";163366;0.02;"A";6;15;60;54;2;"D";24;11
"78467";163375;1;"C";5;5;46;72;5;"E";53;6
"78478";163391;0.1;"B";5;0;36;50;1;"D";24;13
"78520";163465;1;"E";7;14;48;68;13;"E";11;7
"78533";163489;1;"E";6;1;31;50;1;"D";11;13
"78541";163504;1;"C";6;14;29;60;1;"E";11;9
"78546";163513;0.32;"D";7;10;25;76;2;"E";25;5
"78552";163523;0.45;"E";5;16;26;51;1;"E";11;12
"78554";163526;1;"B";4;11;37;50;1;"D";52;13
"78559";163535;0.66;"A";5;7;40;50;2;"D";22;13
"78561";163538;1;"D";4;14;32;50;1;"E";24;13
"78563";163543;1;"C";4;10;47;50;5;"E";24;13
"78588";163592;0.45;"B";9;8;48;57;3;"E";53;10
"78595";163604;0.15;"E";6;3;25;106;2;"D";24;-1
"78596";163606;1;"A";6;2;27;57;1;"D";24;10
"78598";163611;0.98;"D";6;3;46;50;4;"E";53;13
"78611";163632;0.69;"D";4;25;46;50;1;"E";52;13
"78633";163671;0.27;"D";7;5;54;76;1;"E";52;5
"78635";163673;1;"C";8;18;54;50;1;"D";24;13
"78639";163679;0.7;"B";8;1;44;59;5;"E";83;13
"78660";163716;0.63;"C";5;12;45;50;3;"D";24;13
"78670";163736;1;"D";6;6;50;50;1;"D";82;13
"78700";163795;1;"B";7;4;31;54;1;"D";24;11
"78704";163802;1;"C";7;4;47;57;1;"D";11;10
"78713";163823;0.08;"C";7;10;61;76;2;"D";82;5
"78714";163824;0.91;"C";7;10;61;58;2;"D";82;13
"78722";163839;1;"D";6;9;33;59;1;"E";24;13
"78725";163845;1;"C";6;11;49;50;1;"D";24;13
"78734";163862;0.06;"E";7;14;59;50;4;"E";24;13
"78737";163867;1;"D";5;8;48;50;2;"E";53;13
"78744";163878;0.38;"C";6;9;33;125;1;"D";25;-1
"78746";163881;1;"C";6;5;45;50;1;"D";82;13
"78747";163883;0.01;"E";6;10;34;95;4;"E";53;1
"78749";163885;0.24;"E";7;6;34;90;4;"E";53;2
"78761";163906;1;"D";5;4;52;50;1;"E";91;13
"78782";163948;0.96;"A";6;2;49;50;2;"D";53;13
"78791";163961;0.63;"A";4;11;23;50;5;"E";24;13
"78807";163986;0.55;"E";4;5;31;76;4;"D";82;5
"78844";164051;0.45;"B";4;11;39;72;1;"D";24;6
"78871";164105;0.73;"B";7;12;50;50;2;"E";24;13
"78885";164133;0.04;"F";7;1;40;50;13;"D";11;13
"78889";164139;0.28;"D";5;2;58;50;3;"D";72;13
"78894";164145;0.24;"D";5;0;43;50;1;"D";82;13
"78910";164174;0.18;"C";6;9;33;54;2;"D";82;11
"78948";164244;1;"B";6;6;57;50;2;"D";54;13
"78969";164283;0.17;"D";6;14;60;50;6;"E";24;13
"78973";164291;1;"B";5;14;49;50;2;"E";53;13
"78987";164313;0.21;"C";4;11;47;50;6;"E";53;13
"79015";164359;0.57;"C";6;0;45;50;4;"D";52;13
"79026";164383;0.1;"D";4;4;28;80;2;"D";54;4
"79032";164392;1;"A";6;13;56;50;6;"E";24;13
"79033";164394;1;"C";15;1;59;50;6;"E";24;13
"79037";164401;0.07;"A";6;11;23;95;5;"E";52;1
"79063";164454;0.01;"A";5;11;23;80;1;"E";24;4
"79083";164492;1;"D";4;11;55;50;2;"E";24;13
"79091";164506;1;"A";6;16;51;50;12;"E";11;13
"79124";164570;1;"C";7;11;36;50;1;"E";24;13
"79126";164575;1;"D";5;2;33;50;2;"D";11;13
"79151";164614;0.47;"C";6;6;45;50;3;"D";24;13
"79177";164663;1;"D";7;5;49;50;4;"E";24;13
"79196";164700;0.05;"D";5;12;48;50;4;"E";74;13
"79198";164703;1;"D";5;3;57;50;5;"E";11;13
"79202";164713;1;"D";5;14;45;50;5;"E";24;13
"79209";164728;1;"E";10;2;40;50;12;"E";82;13
"79224";164752;0.57;"A";5;7;36;64;5;"D";24;8
"79247";164791;1;"A";10;14;39;52;10;"E";52;13
"79263";164816;1;"D";5;4;29;50;4;"D";53;13
"79266";164821;0.03;"A";9;4;24;100;12;"E";82;0
"79274";164839;1;"A";6;5;46;50;2;"D";24;13
"79289";164866;1;"B";6;11;51;50;2;"E";24;13
"79322";164927;0.13;"C";6;7;48;58;6;"D";53;13
"79336";164949;0.98;"C";6;3;39;56;2;"D";22;13
"79338";164952;0.78;"B";7;7;41;52;1;"D";24;13
"79342";164963;0.41;"C";4;9;40;50;6;"E";24;13
"79352";164982;0.19;"E";8;10;40;50;6;"E";52;13
"79354";164985;0.63;"A";7;15;58;50;2;"E";53;13
"79370";165018;1;"A";4;16;24;100;5;"E";21;0
"79416";165095;0.19;"A";7;6;23;76;2;"D";24;5
"79425";165110;0.42;"C";11;5;56;50;2;"E";23;13
"79480";165211;0.05;"A";7;0;23;68;4;"E";24;7
"79526";165287;0.25;"D";7;12;32;68;2;"D";24;7
"79543";165317;1;"E";5;1;51;50;3;"D";82;13
"79557";165340;1;"B";8;9;65;50;10;"D";24;13
"79569";165362;0.16;"B";6;9;68;50;13;"E";24;13
"79570";165364;0.83;"C";6;9;31;76;2;"D";53;5
"79598";165414;1;"F";8;10;48;50;2;"E";11;13
"79611";165441;0.38;"C";4;0;66;50;1;"E";24;13
"79625";165465;0.56;"D";7;11;34;57;2;"D";82;10
"79629";165472;1;"A";7;15;47;50;1;"D";24;13
"79631";165475;0.23;"C";9;4;23;80;10;"D";24;4
"79648";165507;1;"B";5;9;27;72;1;"E";24;6
"79652";165513;0.6;"D";5;13;51;50;2;"D";54;13
"79660";165526;0.77;"D";4;3;24;72;1;"E";11;6
"79673";165549;1;"F";7;7;48;50;3;"E";11;13
"79704";165611;1;"D";5;3;37;50;3;"D";54;13
"79705";165613;1;"C";4;5;61;50;2;"E";53;13
"79720";165640;1;"B";6;8;54;50;1;"D";53;13
"79750";165699;0.5;"D";10;4;41;54;5;"D";24;11
"79751";165700;0.32;"D";10;4;41;50;5;"D";24;13
"79753";165703;0.19;"E";8;11;37;60;10;"E";82;9
"79754";165706;0.51;"C";10;13;45;67;3;"E";52;7
"79755";165707;0.22;"C";10;13;45;83;3;"E";52;3
"79762";165720;0.94;"D";7;1;51;50;6;"D";11;13
"79771";165734;1;"B";9;18;30;54;11;"E";82;11
"79774";165742;1;"E";4;5;55;50;5;"E";24;13
"79784";165761;0.67;"D";7;9;58;50;2;"D";82;13
"79792";165772;1;"C";4;3;29;50;2;"E";24;13
"79823";165836;0.41;"E";5;5;31;106;1;"D";82;-1
"79825";165838;0.39;"E";4;10;31;106;6;"D";82;-1
"79831";165847;0.9;"A";4;26;34;50;1;"E";24;13
"79845";165873;1;"D";7;5;51;50;2;"D";24;13
"79863";165907;0.2;"D";5;14;31;72;1;"E";91;6
"79865";165910;0.32;"E";4;10;69;50;1;"E";11;13
"79877";165930;0.41;"E";7;2;27;76;10;"D";82;5
"79887";165951;1;"B";7;10;63;50;2;"E";24;13
"79997";166175;0.11;"B";7;2;34;56;2;"D";53;13
"80000";166180;1;"C";6;7;28;54;2;"D";53;11
"80017";166213;1;"C";6;13;71;50;2;"D";52;13
"80032";166241;0.93;"D";6;5;23;76;3;"E";11;5
"80036";166248;0.95;"C";4;15;36;100;4;"E";11;0
"80050";166276;0.22;"A";5;7;32;50;3;"D";26;13
"80051";166278;1;"B";4;5;27;50;6;"E";25;13
"80120";166398;1;"B";5;12;47;50;2;"D";53;13
"80139";166434;1;"B";8;14;47;50;2;"E";54;13
"80145";166444;0.7;"B";5;4;30;60;4;"D";53;9
"80173";166493;1;"C";4;16;31;64;1;"E";24;8
"80176";166501;0.39;"D";4;12;47;50;2;"E";53;13
"80178";166504;0.47;"A";9;14;39;80;2;"E";24;4
"80180";166506;0.45;"A";5;1;39;72;2;"E";24;6
"80182";166510;1;"D";4;5;63;50;2;"E";53;13
"80183";166512;1;"A";7;5;41;50;2;"E";52;13
"80199";166537;1;"D";4;3;35;60;2;"D";82;9
"80202";166542;0.48;"E";7;2;32;68;1;"E";82;7
"80220";166576;0.35;"C";9;4;32;68;10;"D";24;7
"80229";166592;0.17;"B";8;15;26;72;2;"E";82;6
"80245";166615;0.02;"C";6;0;52;50;1;"E";82;13
"80258";166636;1;"D";6;6;79;51;1;"E";82;12
"80270";166654;0.24;"C";10;5;30;85;12;"E";53;3
"80278";166669;1;"C";6;2;75;106;3;"E";24;-1
"80289";166689;0.00819672131147541;"D";5;12;35;68;2;"D";82;7
"80304";166717;1;"C";9;17;53;50;2;"E";24;13
"80315";166738;0.37;"C";4;10;49;50;1;"D";24;13
"80324";166759;0.54;"E";12;12;50;50;13;"E";24;13
"80351";166804;0.06;"E";6;4;29;95;3;"E";53;1
"80353";166807;0.51;"D";5;6;29;76;6;"D";82;5
"80354";166808;1;"C";6;6;84;50;5;"E";24;13
"80375";166851;0.95;"C";5;15;25;80;1;"D";82;4
"80381";166863;1;"E";7;10;43;60;3;"E";53;9
"80390";166879;0.96;"E";4;3;21;85;1;"E";53;3
"80418";166928;1;"D";7;12;51;55;1;"E";24;13
"80422";166935;1;"B";6;8;35;50;2;"E";24;13
"80428";166944;0.09;"B";6;8;48;50;12;"D";25;13
"80431";166949;0.39;"A";7;10;40;50;1;"E";25;13
"80438";166967;1;"D";6;5;34;57;1;"E";53;10
"80440";166970;0.42;"B";6;9;29;76;1;"D";53;5
"80468";167022;0.13;"F";7;5;28;80;3;"E";11;4
"80476";167035;0.89;"B";7;1;46;50;2;"D";53;13
"80483";167048;0.53;"A";4;11;25;50;1;"E";24;13
"80487";167056;0.1;"E";10;11;37;90;5;"D";52;2
"80490";167059;0.19;"E";5;2;29;85;3;"D";53;3
"80513";167107;0.01;"A";4;12;23;85;2;"E";24;3
"80518";167115;0.05;"D";4;4;31;80;6;"E";82;4
"80530";167133;1;"A";8;4;65;50;4;"E";53;13
"80537";167147;1;"A";6;8;68;50;1;"D";24;13
"80542";167157;0.13;"C";6;11;25;68;2;"E";53;7
"80549";167170;1;"A";7;5;50;50;1;"D";24;13
"80573";167216;0.16;"C";6;12;58;50;1;"E";24;13
"80653";167363;1;"D";5;24;82;50;6;"E";82;13
"80657";167371;0.84;"E";4;4;35;50;1;"E";82;13
"80659";167375;1;"C";8;4;50;50;2;"D";24;13
"80694";167445;1;"B";5;11;55;50;2;"E";26;13
"80701";167456;1;"C";6;4;29;57;5;"E";82;10
"80722";167493;0.94;"B";6;13;46;50;2;"D";24;13
"80724";167498;1;"C";7;8;55;62;13;"D";73;13
"80757";167550;0.41;"D";7;18;28;80;13;"E";93;4
"80762";167559;1;"A";5;8;29;57;2;"D";52;10
"80775";167580;0.36;"D";9;14;48;50;1;"E";53;13
"80793";167608;0.11;"A";6;12;35;51;1;"E";24;12
"80821";167657;0.33;"C";4;5;56;50;2;"E";53;13
"80832";167680;1;"B";8;4;36;64;2;"E";82;8
"80833";167682;1;"E";5;8;34;50;5;"D";82;13
"80854";167719;0.78;"D";4;7;48;50;6;"E";53;13
"80861";167732;1;"C";7;2;47;50;1;"D";24;13
"80875";167754;1;"C";5;9;32;54;2;"D";52;11
"80901";167800;0.75;"A";6;5;33;50;2;"D";82;13
"80915";167825;0.29;"A";4;12;32;50;3;"D";24;13
"80922";167839;0.21;"E";4;11;38;76;3;"D";82;5
"80964";167914;1;"C";4;6;76;50;2;"E";82;13
"80972";167926;0.25;"A";7;0;56;76;3;"D";24;5
"80976";167933;1;"B";4;17;26;68;1;"E";24;7
"80977";167935;0.24;"C";6;8;44;60;1;"D";24;9
"80995";167969;1;"C";5;11;29;50;2;"E";24;13
"81017";168009;0.44;"A";7;5;23;72;1;"D";24;6
