"no";"nocontrat";"garantie";"cout"
"33625";33625;1147161;"1RC";18806.7
"33631";33631;1074152;"1RC";1128.12
"33645";33645;1074112;"1RC";1252.95
"33687";33687;1034705;"2DO";957.18
"33694";33694;1034893;"1RC";1128
"33695";33695;1034893;"2DO";2077.78
"33701";33701;1109135;"1RC";1128
"33752";33752;148862;"4BG";450.02
"33778";33778;1078692;"1RC";1128.12
"33849";33849;1022186;"1RC";-268.98
"33850";33850;1022186;"2DO";15.4
"33864";33864;1143989;"4BG";273.33
"33866";33866;1131809;"2DO";185.08
"33885";33885;129855;"1RC";4475.9
"33887";33887;1044093;"4BG";427.12
"33889";33889;1044396;"4BG";383.26
"33892";33892;1044077;"1RC";441.91
"33896";33896;129855;"2DO";109.61
"33922";33922;1044411;"4BG";79.02
"33925";33925;1166354;"4BG";326.83
"33930";33930;1108881;"1RC";-405.81
"33942";33942;1047387;"4BG";92.08
"33948";33948;1177940;"1RC";1128.12
"33949";33949;1177940;"2DO";1647.75
"33958";33958;1108934;"1RC";402.16
"33959";33959;1108934;"2DO";2686.43
"33978";33978;1119297;"3VI";0
"33979";33979;1119297;"4BG";84.59
"33989";33989;1119287;"4BG";396.22
"34017";34017;1151065;"3VI";0
"34023";34023;1108934;"1RC";2218.69
"34024";34024;1108934;"2DO";1189.1
"34030";34030;1108960;"4BG";257.22
"34035";34035;1119297;"1RC";130.54
"34048";34048;1047510;"4BG";302.01
"34058";34058;1108934;"1RC";5550.29
"34059";34059;1108934;"2DO";9549.98
"34066";34066;1133334;"4BG";142.07
"34072";34072;1047387;"1RC";-87.85
"34076";34076;161011;"1RC";1128.12
"34087";34087;161011;"2DO";0
"34119";34119;1100343;"4BG";85.1
"34145";34145;1100348;"4BG";78.27
"34146";34146;1062099;"4BG";242.66
"34156";34156;1062028;"4BG";239.24
"34186";34186;1086784;"4BG";604.9
"34190";34190;1174855;"1RC";-399.59
"34201";34201;1114491;"1RC";286.58
"34210";34210;1061843;"1RC";1128.12
"34211";34211;1061843;"2DO";0
"34234";34234;1086784;"1RC";-413.58
"34279";34279;1086806;"4BG";498.99
"34280";34280;1100299;"1RC";1265.31
"34281";34281;1100299;"2DO";0
"34341";34341;1122246;"1RC";1128
"34343";34343;1122246;"2DO";0
"34357";34357;1122210;"1RC";0
"34358";34358;1122210;"2DO";3711.58
"34366";34366;1122301;"1RC";1128
"34374";34374;1122134;"1RC";277.68
"34376";34376;1122134;"2DO";1050.76
"34378";34378;1122246;"4BG";410.47
"34379";34379;1100523;"4BG";244
"34384";34384;1100668;"4BG";339.02
"34390";34390;1061955;"4BG";225.08
"34395";34395;1175097;"4BG";198.99
"34422";34422;1177378;"4BG";142.95
"34435";34435;1112495;"3VI";700.68
"34438";34438;1175097;"1RC";2381.05
"34450";34450;1064322;"2DO";762.25
"34451";34451;1064322;"3VI";981
"34458";34458;1064491;"1RC";4573.47
"34464";34464;24415;"1RC";1128.12
"34470";34470;1112495;"1RC";0
"34471";34471;1112495;"2DO";4297.85
"34475";34475;24415;"2DO";542.17
"34481";34481;1091825;"1RC";877.99
"34482";34482;1091825;"2DO";-468.46
"34485";34485;1064422;"1RC";-878.32
"34505";34505;1112559;"1RC";289.35
"34555";34555;1143327;"4BG";175.54
"34558";34558;1046822;"1RC";1128.12
"34559";34559;1046822;"2DO";1524.12
"34590";34590;1138672;"2DO";1407.59
"34592";34592;1082785;"2DO";0
"34600";34600;1046551;"1RC";299.18
"34609";34609;1136284;"4BG";254.16
"34613";34613;1046933;"1RC";1128.12
"34614";34614;1046933;"2DO";8262.06
"34650";34650;1179077;"2DO";675.72
"34651";34651;1179077;"1RC";1128
"34653";34653;1179077;"2DO";0
"34671";34671;1170313;"4BG";340.87
"34676";34676;1046935;"2DO";781.51
"34681";34681;1046935;"2DO";1220.79
"34696";34696;1099030;"1RC";1128.12
"34697";34697;1099025;"2DO";330.25
"34714";34714;1098946;"1RC";543.3
"34715";34715;1098946;"2DO";0
"34730";34730;1099312;"3VI";0
"34731";34731;1099312;"4BG";78.17
"34740";34740;31569;"1RC";-12.4
"34762";34762;79264;"1RC";1128.12
"34764";34764;1118615;"1RC";-350.4
"34776";34776;1128783;"2DO";462.64
"34795";34795;131356;"1RC";58.94
"34819";34819;1083778;"1RC";1128.12
"34820";34820;1083778;"2DO";0
"34858";34858;1161758;"2DO";889.91
"34859";34859;1087365;"2DO";1138.13
"34861";34861;1128783;"2DO";998.38
"34863";34863;1083764;"2DO";162.7
"34880";34880;1087152;"4BG";222.57
"34882";34882;1143007;"2DO";91.32
"34883";34883;1143007;"3VI";215.79
"34890";34890;1083758;"1RC";374.5
"34909";34909;1179281;"2DO";315.31
"34912";34912;1179281;"1RC";0
"34913";34913;1179281;"2DO";732.07
"34949";34949;1087261;"4BG";438.39
"34969";34969;1166070;"1RC";85.59
"34988";34988;1102351;"1RC";84.24
"35019";35019;1070127;"1RC";-262.08
"35030";35030;1069979;"1RC";2806.62
"35057";35057;1094556;"1RC";6.79
"35135";35135;1023220;"4BG";446.08
"35143";35143;1168763;"2DO";1776.31
"35148";35148;1085806;"1RC";3093.92
"35152";35152;1085954;"1RC";1128.12
"35153";35153;1085954;"2DO";732.09
"35164";35164;1169163;"4BG";154.78
"35165";35165;1022577;"4BG";290.46
"35168";35168;1168763;"4BG";92.43
"35176";35176;1164530;"1RC";1128.12
"35200";35200;1042226;"4BG";216.8
"35206";35206;1167250;"1RC";1435.31
"35235";35235;1097301;"1RC";1128.12
"35246";35246;1140302;"1RC";1128.12
"35251";35251;153414;"2DO";774.72
"35309";35309;1042392;"1RC";-105.72
"35335";35335;1155639;"4BG";400.55
"35367";35367;1178335;"1RC";3408.68
"35396";35396;129855;"4BG";238.04
"35397";35397;1088159;"1RC";1128.12
"35398";35398;1088159;"2DO";0
"35405";35405;1144756;"4BG";174.61
"35458";35458;1155728;"1RC";75.94
"35483";35483;54832;"4BG";230.41
"35501";35501;1018657;"2DO";61.63
"35512";35512;1023693;"1RC";99.55
"35531";35531;1136376;"4BG";202.59
"35541";35541;1023737;"4BG";107.24
"35557";35557;1023737;"3VI";314.62
"35568";35568;1131828;"1RC";-905.42
"35631";35631;1142146;"1RC";2558.86
"35634";35634;1131828;"1RC";-687.42
"35651";35651;1142146;"4BG";504.88
"35669";35669;1175282;"1RC";171.52
"35672";35672;41648;"4BG";134.73
"35686";35686;1130369;"1RC";2929.32
"35687";35687;1057804;"4BG";313.43
"35688";35688;1150820;"2DO";121.45
"35689";35689;1150820;"3VI";1560.38
"35697";35697;1057125;"2DO";836.98
"35701";35701;1113047;"4BG";187.5
"35711";35711;1019342;"1RC";1128.12
"35712";35712;1019342;"2DO";0
"35722";35722;1113047;"2DO";77
"35723";35723;1113047;"4BG";412.41
"35726";35726;1175037;"1RC";444.53
"35748";35748;1057387;"1RC";548.82
"35763";35763;1057676;"1RC";517.14
"35781";35781;1177811;"2DO";2039.51
"35787";35787;1057833;"1RC";2478.45
"35790";35790;1057125;"2DO";498.24
"35807";35807;1166189;"3VI";341.87
"35866";35866;1113041;"1RC";289.52
"35894";35894;53931;"4BG";432.01
"35910";35910;1057833;"4BG";77.1
"35920";35920;1177811;"2DO";3997.76
"35932";35932;1132409;"4BG";501.77
"35937";35937;1179409;"1RC";584.8
"35940";35940;1179409;"2DO";580.37
"35942";35942;1057379;"1RC";-394.51
"35943";35943;1135620;"2DO";520
"35950";35950;169164;"4BG";327.91
"35978";35978;1057728;"1RC";1128
"35979";35979;1057728;"2DO";856.9
"35991";35991;1177472;"4BG";297.04
"35997";35997;1057804;"4BG";397.39
"36002";36002;1113058;"1RC";-54.55
"36003";36003;1113058;"2DO";335.68
"36024";36024;1017360;"2DO";957.51
"36035";36035;1117276;"4BG";0
"36038";36038;138739;"4BG";61.55
"36040";36040;1053847;"2DO";4112.43
"36050";36050;138235;"4BG";291.73
"36061";36061;70505;"4BG";191.03
"36062";36062;1136319;"4BG";237.1
"36063";36063;1117241;"1RC";1433.12
"36090";36090;1054230;"3VI";0
"36109";36109;1125388;"1RC";739.84
"36110";36110;1125388;"2DO";739.72
"36119";36119;1054230;"4BG";276.02
"36120";36120;1091895;"3VI";442.51
"36147";36147;1091988;"2DO";1181.89
"36148";36148;1091988;"1RC";-521.56
"36152";36152;1053790;"2DO";1622.66
"36154";36154;1054376;"2DO";75.94
"36156";36156;1091993;"2DO";0
"36173";36173;1117358;"1RC";1128.12
"36186";36186;1020130;"3VI";1153.85
"36199";36199;1053701;"4BG";135.56
"36205";36205;44668;"1RC";0
"36212";36212;1091907;"1RC";1128.12
"36234";36234;1117358;"4BG";362.68
"36238";36238;64716;"1RC";0
"36248";36248;1148901;"4BG";226.09
"36249";36249;64716;"2DO";2200.32
"36250";36250;1122932;"2DO";0
"36281";36281;1053831;"2DO";501.29
"36293";36293;1054231;"4BG";270.4
"36297";36297;1122961;"1RC";-513.6
"36330";36330;1159659;"4BG";123.89
"36332";36332;1053951;"1RC";0
"36346";36346;1094850;"1RC";-464.08
"36348";36348;1031541;"1RC";-523.21
"36394";36394;106523;"1RC";1072.47
"36405";36405;106523;"2DO";1088.71
"36436";36436;1031374;"2DO";1402.19
"36453";36453;1122770;"4BG";48.97
"36498";36498;1031868;"1RC";1165.38
"36499";36499;1031868;"4BG";176.2
"36513";36513;1122842;"4BG";215.65
"36566";36566;1019646;"1RC";14879.09
"36567";36567;1019646;"2DO";18987.88
"36583";36583;1031516;"4BG";290.2
"36613";36613;1031495;"1RC";87.87
"36615";36615;1117518;"2DO";67.87
"36616";36616;131537;"1RC";393.88
"36617";36617;1117518;"3VI";1267.15
"36627";36627;131537;"2DO";1746.51
"36642";36642;1122842;"4BG";356.67
"36644";36644;1122782;"4BG";379.16
"36645";36645;1122785;"1RC";81.25
"36646";36646;1117555;"1RC";-632.22
"36655";36655;1031795;"4BG";0
"36660";36660;53925;"3VI";945.11
"36678";36678;1128699;"4BG";218.35
"36682";36682;35561;"4BG";278.15
"36685";36685;1124320;"4BG";99.95
"36703";36703;1031397;"1RC";-237.48
"36731";36731;1094850;"1RC";6356.79
"36732";36732;1094850;"2DO";6190.08
"36733";36733;1094850;"5CO";0
"36795";36795;1132525;"1RC";-420.03
"36801";36801;1081399;"1RC";166.28
"36802";36802;1081399;"2DO";171.13
"36809";36809;1023979;"2DO";715.51
"36815";36815;175630;"4BG";158.99
"36839";36839;1130131;"2DO";1948.58
"36849";36849;170161;"1RC";0
"36853";36853;1024175;"3VI";365.88
"36854";36854;1024175;"4BG";58.98
"36863";36863;1113651;"1RC";79.16
"36886";36886;1129505;"2DO";1383.83
"36918";36918;1023979;"1RC";1128
"36919";36919;1023979;"2DO";0
"36920";36920;1157879;"1RC";1049.48
"36921";36921;1157879;"2DO";0
"36932";36932;1109772;"1RC";1030.95
"36958";36958;1154857;"4BG";453.99
"36971";36971;161139;"2DO";1971.88
"36980";36980;1152200;"4BG";198.05
"36982";36982;59670;"4BG";214.37
"36999";36999;1113688;"2DO";269.43
"37014";37014;1081455;"4BG";218.35
"37022";37022;1081455;"1RC";0
"37023";37023;1081455;"2DO";0
"37024";37024;1127845;"2DO";2139.42
"37034";37034;1024175;"4BG";127.09
"37076";37076;1043179;"1RC";74.56
"37089";37089;1145781;"4BG";138.24
"37093";37093;58390;"2DO";1198.25
"37100";37100;1043267;"4BG";320.76
"37101";37101;1043267;"1RC";900.58
"37107";37107;1043497;"4BG";266.73
"37133";37133;1043521;"4BG";53.19
"37151";37151;1043179;"4BG";523.92
"37175";37175;1079785;"4BG";243.49
"37179";37179;1079978;"4BG";145.91
"37214";37214;1103868;"4BG";324.06
"37227";37227;1103868;"3VI";71.65
"37264";37264;1103919;"3VI";350.23
"37271";37271;1130535;"4BG";189.62
"37274";37274;1022265;"2DO";148.84
"37276";37276;1103919;"3VI";321.62
"37278";37278;1167167;"4BG";110.77
"37280";37280;33268;"1RC";1128.12
"37281";37281;1018614;"2DO";1144.54
"37286";37286;1103977;"1RC";-265.27
"37287";37287;1028231;"1RC";939.22
"37288";37288;1167167;"2DO";457.35
"37289";37289;1167167;"4BG";110.77
"37291";37291;128259;"1RC";1128.12
"37305";37305;1103941;"1RC";1128.12
"37315";37315;1028242;"4BG";537.2
"37334";37334;1020376;"4BG";113.5
"37339";37339;1118809;"2DO";2509.34
"37340";37340;1079785;"4BG";224.56
"37353";37353;1103941;"1RC";659.03
"37355";37355;1028242;"1RC";564
"37359";37359;1097043;"2DO";152.45
"37360";37360;1097043;"3VI";2393.69
"37368";37368;159499;"1RC";165.46
"37369";37369;1096956;"3VI";444.28
"37395";37395;1097105;"1RC";1128.12
"37412";37412;1179267;"2DO";469.58
"37417";37417;1097272;"1RC";83.51
"37418";37418;1097272;"2DO";0
"37439";37439;1096912;"1RC";-439.17
"37442";37442;1179266;"4BG";297.4
"37445";37445;1074459;"1RC";534.03
"37446";37446;1074459;"2DO";2775.51
"37501";37501;1093780;"4BG";325.38
"37554";37554;1093454;"3VI";658.04
"37564";37564;1045564;"2DO";1215.06
"37572";37572;1103207;"1RC";-63.64
"37589";37589;1103437;"2DO";1131.59
"37597";37597;1045800;"4BG";381.16
"37608";37608;1093454;"2DO";2515.89
"37611";37611;1074658;"1RC";-942.87
"37613";37613;32382;"3VI";0
"37616";37616;1103292;"2DO";6134.18
"37621";37621;1093658;"4BG";50.74
"37625";37625;1093658;"1RC";12228.35
"37639";37639;1061257;"1RC";1282.63
"37663";37663;1061045;"1RC";1128.12
"37664";37664;1061045;"2DO";0
"37680";37680;1080933;"1RC";58711
"37681";37681;1080933;"2DO";1294.59
"37692";37692;1177808;"4BG";418.82
"37714";37714;1122543;"1RC";1128
"37725";37725;1037644;"1RC";1128
"37726";37726;1037644;"2DO";618.63
"37728";37728;1037505;"4BG";156.44
"37729";37729;1115540;"3VI";70.38
"37756";37756;163824;"1RC";242.71
"37807";37807;1115715;"4BG";0
"37810";37810;1115715;"1RC";94.97
"37812";37812;1115715;"2DO";0
"37813";37813;1115715;"4BG";103.71
"37816";37816;1067868;"4BG";0
"37824";37824;1068266;"1RC";269.8
"37856";37856;48871;"1RC";60.53
"37861";37861;1101344;"1RC";1128.12
"37862";37862;1068217;"4BG";477.53
"37900";37900;45091;"1RC";0
"37906";37906;1101475;"1RC";1625.32
"37912";37912;1129365;"2DO";1033.5
"37913";37913;1159433;"2DO";72.93
"37914";37914;1159433;"3VI";600.12
"37916";37916;1157900;"4BG";77.1
"37926";37926;1041665;"2DO";5567.13
"37945";37945;68030;"4BG";264.87
"37998";37998;1041752;"1RC";-562.03
"38003";38003;1041554;"2DO";1908.59
"38020";38020;1172920;"1RC";-600.67
"38056";38056;40100;"1RC";0
"38067";38067;40100;"2DO";279.12
"38078";38078;40100;"3VI";365.88
"38079";38079;1142735;"1RC";1128
"38080";38080;1142735;"2DO";0
"38102";38102;1149967;"3VI";1949.3
"38109";38109;1093220;"1RC";-138.68
"38118";38118;1055862;"1RC";1128.12
"38119";38119;1055862;"2DO";254.21
"38124";38124;1151182;"4BG";297.29
"38154";38154;1133607;"4BG";279.21
"38184";38184;1107469;"2DO";1070.87
"38199";38199;1168823;"3VI";75.69
"38201";38201;1055854;"4BG";99.98
"38204";38204;1144492;"1RC";609.8
"38205";38205;1173630;"3VI";761.24
"38210";38210;1055781;"1RC";-319.05
"38215";38215;1173630;"1RC";-553.51
"38223";38223;1172920;"1RC";1128.12
"38235";38235;1167008;"1RC";-539.01
"38270";38270;1055983;"1RC";71.52
"38271";38271;1114259;"4BG";310.94
"38274";38274;1114362;"1RC";80.21
"38289";38289;169678;"1RC";-229.26
"38315";38315;1085519;"1RC";1128.12
"38325";38325;1093213;"1RC";667.98
"38326";38326;1093213;"2DO";0
"38327";38327;1055742;"1RC";272.83
"38359";38359;1114289;"3VI";973.13
"38385";38385;1085295;"4BG";343.98
"38393";38393;1113999;"1RC";-362.67
"38426";38426;1114428;"1RC";394.9
"38428";38428;1114095;"4BG";90.45
"38471";38471;1093213;"1RC";445.95
"38472";38472;1093213;"2DO";271.46
"38476";38476;1104697;"2DO";1068.5
"38477";38477;82118;"1RC";-429.62
"38491";38491;1144371;"1RC";1128.12
"38505";38505;1136195;"1RC";10298.77
"38506";38506;1136195;"2DO";0
"38521";38521;1166413;"2DO";945.22
"38528";38528;1044522;"1RC";5557.7
"38529";38529;1044522;"2DO";6227.24
"38560";38560;1156853;"2DO";818.97
"38563";38563;1104971;"1RC";839.44
"38566";38566;1044727;"1RC";1128
"38569";38569;1104971;"1RC";1128
"38570";38570;1104971;"2DO";3885.73
"38592";38592;1099499;"1RC";0
"38593";38593;1099597;"2DO";606.94
"38629";38629;1096057;"4BG";294.17
"38679";38679;1096057;"1RC";423.46
"38681";38681;1139366;"1RC";-474.03
"38695";38695;1139366;"1RC";385.57
"38696";38696;1139366;"2DO";5916.35
"38727";38727;1135438;"1RC";1128.12
"38728";38728;1135438;"2DO";194.89
"38740";38740;1150393;"1RC";-465.94
"38762";38762;1157289;"4BG";282.2
"38808";38808;1024602;"1RC";0
"38823";38823;1143084;"2DO";82.01
"38831";38831;1143118;"2DO";672.83
"38856";38856;1060185;"1RC";8985.65
"38857";38857;1060185;"2DO";5589.12
"38879";38879;1060101;"1RC";294.44
"38900";38900;1059878;"4BG";137.38
"38937";38937;1059839;"4BG";136.42
"38955";38955;1040954;"1RC";304.9
"38958";38958;1040807;"1RC";318.56
"38959";38959;1040807;"2DO";5146.39
"38964";38964;1145858;"4BG";237.38
"39000";39000;1040765;"4BG";379.42
"39019";39019;1111256;"1RC";3427.12
"39028";39028;1040717;"3VI";460.85
"39037";39037;1111288;"1RC";0
"39038";39038;1111288;"2DO";1665.7
"39052";39052;1111509;"3VI";0
"39086";39086;1106184;"2DO";8249.18
"39147";39147;1089776;"1RC";1128.12
"39161";39161;1089700;"1RC";1128.12
"39162";39162;1161458;"4BG";241.23
"39172";39172;1082985;"1RC";-901.29
"39174";39174;1082985;"4BG";482.81
"39182";39182;1083033;"1RC";0
"39183";39183;1083033;"2DO";0
"39216";39216;1150230;"4BG";242.39
"39217";39217;1082985;"1RC";730.54
"39233";39233;1153517;"2DO";223.43
"39275";39275;1133904;"4BG";290.81
"39299";39299;1016986;"4BG";225.11
"39329";39329;1149148;"1RC";1128.12
"39330";39330;1149148;"4BG";216.61
"39353";39353;98924;"4BG";275.85
"39357";39357;1038352;"4BG";303.3
"39359";39359;1038338;"4BG";101.74
"39373";39373;1102582;"1RC";-27.38
"39422";39422;1102569;"1RC";679.93
"39435";39435;1102535;"4BG";114.31
"39442";39442;131938;"1RC";502.66
"39453";39453;131938;"2DO";25.64
"39476";39476;1038493;"4BG";273.61
"39492";39492;1108407;"4BG";230.03
"39499";39499;1172245;"4BG";329.35
"39512";39512;1108426;"4BG";216.05
"39514";39514;1038629;"4BG";196.37
"39521";39521;1018368;"1RC";1128
"39522";39522;1018368;"2DO";732.97
"39549";39549;1095601;"4BG";263.26
"39551";39551;1175423;"3VI";516.22
"39567";39567;1059172;"1RC";1128.12
"39568";39568;1059172;"2DO";2171.75
"39573";39573;1096507;"4BG";266.81
"39588";39588;1095536;"1RC";1128
"39589";39589;1095536;"2DO";0
"39595";39595;1059098;"4BG";125.95
"39604";39604;1059307;"2DO";127.63
"39642";39642;175695;"4BG";462.39
"39662";39662;1176124;"1RC";1128
"39663";39663;1176124;"2DO";0
"39668";39668;1090179;"2DO";471.24
"39715";39715;1155229;"4BG";326.61
"39752";39752;1148025;"2DO";455.58
"39753";39753;60244;"4BG";156.5
"39790";39790;1151210;"4BG";254.16
"39805";39805;1058121;"2DO";1549.15
"39855";39855;1131256;"4BG";127.27
"39872";39872;1058434;"4BG";183.06
"39903";39903;1019391;"2DO";4370.15
"39905";39905;1150535;"2DO";122.45
"39912";39912;1179443;"1RC";0
"39913";39913;1179443;"2DO";0
"39931";39931;89336;"4BG";563.26
"39980";39980;1179061;"4BG";91.54
"39983";39983;1072099;"1RC";63.86
"39990";39990;1174052;"4BG";220.65
"39998";39998;1173684;"1RC";1484.03
"39999";39999;1173684;"2DO";357.94
"40004";40004;1072136;"1RC";1647.53
"40006";40006;1179061;"1RC";-787.09
"40019";40019;48165;"3VI";965.52
"40023";40023;1179061;"1RC";-728.7
"40032";40032;1174052;"4BG";350.08
"40050";40050;1033642;"1RC";-395.31
"40061";40061;1141797;"1RC";-531.56
"40082";40082;1174789;"1RC";1128.12
"40083";40083;1174789;"2DO";0
"40103";40103;1150353;"1RC";1128.12
"40111";40111;1095800;"1RC";1128.12
"40112";40112;1095800;"2DO";0
"40113";40113;1166696;"2DO";412.55
"40120";40120;1016910;"2DO";1078.34
"40162";40162;1112191;"4BG";124.99
"40189";40189;1114936;"1RC";1128.12
"40198";40198;1178819;"1RC";1128.12
"40209";40209;1161884;"4BG";124.76
"40210";40210;1179154;"1RC";0
"40211";40211;1179154;"2DO";423.16
"40212";40212;1179154;"4BG";90.47
"40216";40216;1112311;"1RC";275.83
"40224";40224;1174789;"4BG";586.45
"40246";40246;1149435;"2DO";3102.57
"40264";40264;1126940;"1RC";1974.81
"40273";40273;1158002;"4BG";165.78
"40288";40288;1166438;"2DO";498.48
"40315";40315;1161351;"1RC";-654.45
"40318";40318;65163;"1RC";73.49
"40321";40321;1161025;"3VI";102.45
"40322";40322;1161025;"4BG";65.43
"40355";40355;1161884;"1RC";26.63
"40358";40358;1112342;"3VI";938.18
"40382";40382;1016910;"2DO";262.08
"40396";40396;1056823;"4BG";268.95
"40417";40417;138554;"1RC";53.29
"40437";40437;1095768;"2DO";632.3
"40438";40438;1153467;"1RC";-277.64
"40440";40440;1095818;"2DO";78.16
"40450";40450;108225;"1RC";-412.3
"40461";40461;108225;"2DO";65.64
"40468";40468;1090932;"3VI";518.27
"40491";40491;1138966;"1RC";5601.67
"40515";40515;1171881;"3VI";131.48
"40551";40551;1132366;"1RC";1128.12
"40552";40552;1177291;"3VI";799.37
"40567";40567;1135545;"4BG";420.68
"40571";40571;1144703;"1RC";1128.12
"40573";40573;1144703;"2DO";0
"40586";40586;1048416;"3VI";2158.02
"40601";40601;1144843;"1RC";1128.12
"40602";40602;1144843;"2DO";0
"40607";40607;1175937;"1RC";-713.79
"40612";40612;1116579;"4BG";420.08
"40661";40661;138177;"4BG";314.42
"40666";40666;1139122;"4BG";294.1
"40707";40707;56610;"4BG";86.78
"40731";40731;1146357;"4BG";84.77
"40754";40754;1144843;"1RC";1128
"40755";40755;1144843;"2DO";0
"40771";40771;1026837;"4BG";129.22
"40796";40796;1026980;"1RC";-108.39
"40808";40808;1135696;"1RC";1128.12
"40809";40809;1135696;"2DO";402.96
